included_id	full_text_id	screening_id	dedup_group	title	year	authors	venue	doi	arxiv_id	sources	source_files	provenance	retrieval_status	pdf_path	text_path	full_text_rationale	study_role	architecture_status	controlled_comparison_status	classification_status	extraction_notes
I027	FT0034	TA01346	D01346	Lingxi: Repository-Level Issue Resolution Framework Enhanced by Procedural Knowledge Guided Scaling	2025	Xu Yang; Jiayuan Zhou; Michael Pacheco; Wenhan Zhu; Pengfei He; Shaowei Wang; Kui Liu; Ruiqi Pan		10.48550/arxiv.2510.11838	2510.11838	citations	search/results-citations.json	forward | forward_from=chen2025sweexp;tang2025agentkb	ok	search/full-texts/pdf/FT0034_TA01346_lingxi-repository-level-issue-resolution-framework-enhanced-by-procedural-knowle.pdf	search/full-texts/text/FT0034_TA01346_lingxi-repository-level-issue-resolution-framework-enhanced-by-procedural-knowle.txt	Full text describes Lingxi extracting transferable procedural knowledge from historical issue-fixing data and using it to guide repository-level issue resolution, with SWE-bench Verified evaluation.	architecture	arch_skill_rule_library	pending_extraction	classified_from_full_text_rationale	classification pass: procedural knowledge extracted from historical issue fixes
I028	FT0026	TA00452	D00452	MemoryGraft: Persistent Compromise of LLM Agents via Poisoned Experience Retrieval	2025		arXiv	10.48550/arXiv.2512.16962	2512.16962	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.CR;cs.AI;cs.LG	ok	search/full-texts/pdf/FT0026_TA00452_memorygraft-persistent-compromise-of-llm-agents-via-poisoned-experience-retrieva.pdf	search/full-texts/text/FT0026_TA00452_memorygraft-persistent-compromise-of-llm-agents-via-poisoned-experience-retrieva.txt	Full text studies MemoryGraft attacks on long-term experience retrieval, showing poisoned memories persist alongside benign experiences and cause behavioral drift across later sessions in a DataInterpreter/code setting.	contextual_security	contextual_not_applicable	not_applicable_contextual	classified_from_prior_prefill_recheck_required	prior extraction match: srivastava2025memorygraft; role/type prefilled from extraction/extracted-data.tsv and must be rechecked for current search. | classification pass: prior exact-title match; attack/effect study of poisoned long-term memories
I029	FT0029	TA00477	D00477	MEMTRACK: Evaluating Long-Term Memory and State Tracking in Multi-Platform Dynamic Agent Environments	2025	Darshan Deshpande; Varun Gangal; Hersh Mehta; Anand Kannappan; Rebecca Qian; Peng Wang	arXiv	10.48550/arXiv.2510.01353	2510.01353	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.AI;cs.CL; forward | forward_from=joshi2025swebenchcl	ok	search/full-texts/pdf/FT0029_TA00477_memtrack-evaluating-long-term-memory-and-state-tracking-in-multi-platform-dynami.pdf	search/full-texts/text/FT0029_TA00477_memtrack-evaluating-long-term-memory-and-state-tracking-in-multi-platform-dynami.txt	Full text presents MemTrack as a benchmark for long-term memory and state tracking in dynamic multi-platform agent environments including Git/codebase and documentation contexts, with memory-backend evaluation.	contextual_benchmark	contextual_not_applicable	not_applicable_contextual	classified_from_prior_prefill_recheck_required	prior extraction match: deshpande2025memtrack; role/type prefilled from extraction/extracted-data.tsv and must be rechecked for current search. | classification pass: prior exact-title match; long-term memory/state-tracking benchmark
I030	FT0092	TA00119	D00119	Multi-Agent Code-Orchestrated Generation for Reliable Infrastructure-as-Code	2025		arXiv	10.48550/arXiv.2510.03902	2510.03902	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE	ok	search/full-texts/pdf/FT0092_TA00119_multi-agent-code-orchestrated-generation-for-reliable-infrastructure-as-code.pdf	search/full-texts/text/FT0092_TA00119_multi-agent-code-orchestrated-generation-for-reliable-infrastructure-as-code.txt	Full text describes MACOG using a Memory Curator that stores verified Infrastructure-as-Code tuples and typed motifs with metadata, retrieves them during later plan/compile steps, and evaluates the multi-agent IaC generator on IaC-Eval with metrics and ablations.	architecture	arch_skill_rule_library	pending_extraction	classified_from_full_text_rationale	classification pass: Memory Curator stores verified IaC tuples and typed motifs
I031	FT0022	TA00370	D00370	ReasoningBank: Scaling Agent Self-Evolving with Reasoning Memory	2025	Siru Ouyang; Jun Yan; I-Hung Hsu; Yanfei Chen; Ke Jiang; Zifeng Wang; Rujun Han; Long T. Le; Samira Daruki; Xiangru Tang; Vishy Tirumalashetty; George Lee; Mahsan Rofouei; Hangfei Lin; Jiawei Han; Chen-Yu Lee; Tomas Pfister	arXiv	10.48550/arXiv.2509.25140	2509.25140	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.AI;cs.CL; backward+forward | forward_from=chen2025sweexp;su2025learnbyinteract;tang2025agentkb | backward_from=zhang2025accelopt;memorytransfer2026	ok	search/full-texts/pdf/FT0022_TA00370_reasoningbank-scaling-agent-self-evolving-with-reasoning-memory.pdf	search/full-texts/text/FT0022_TA00370_reasoningbank-scaling-agent-self-evolving-with-reasoning-memory.txt	Full text describes ReasoningBank as a memory framework that distills successful and failed experiences into reusable reasoning strategies, retrieves them for later tasks, and consolidates new experiences back into memory across web and software-engineering benchmarks.	architecture	arch_experience_bank	pending_extraction	classified_from_full_text_rationale	classification pass: reasoning strategies distilled from successful/failed experiences
I032	FT0091	TA00117	D00117	RedCodeAgent: Automatic Red-teaming Agent against Diverse Code Agents	2025		arXiv	10.48550/arXiv.2510.02609	2510.02609	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE	ok	search/full-texts/pdf/FT0091_TA00117_redcodeagent-automatic-red-teaming-agent-against-diverse-code-agents.pdf	search/full-texts/text/FT0091_TA00117_redcodeagent-automatic-red-teaming-agent-against-diverse-code-agents.txt	Full text describes RedCodeAgent maintaining an adaptive memory of successful red-teaming experiences, storing trajectories, final evaluation results, and self-reflections, then retrieving similar entries for future red-teaming tasks against code agents, with broad attack-success evaluation.	architecture	arch_security_memory	pending_extraction	classified_from_full_text_rationale	classification pass: adaptive memory of successful red-team trajectories against code agents
I033	FT0017	TA00162	D00162	Reflection-Driven Control for Trustworthy Code Agents	2025		arXiv	10.48550/arXiv.2512.21354	2512.21354	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.CR;cs.AI;cs.SE	ok	search/full-texts/pdf/FT0017_TA00162_reflection-driven-control-for-trustworthy-code-agents.pdf	search/full-texts/text/FT0017_TA00162_reflection-driven-control-for-trustworthy-code-agents.txt	Full text describes Reflection-Driven Control with a reflective memory repository that writes new cases back to memory, continuously evolves accumulated knowledge, and evaluates security-oriented code generation.	architecture	arch_security_memory	pending_extraction	classified_from_full_text_rationale	classification pass: reflective memory repository for security-oriented code generation
I034	FT0080	TA01629	D01629	Self-Defining Systems	2025	Thomas S. Anderson; Ratul Mahajan; Simon Peter; Luke S. Zettlemoyer	University of Washington white paper			citations	search/results-citations.json	forward | forward_from=zhang2025darwingodel	ok	search/full-texts/pdf/FT0080_TA01629_self-defining-systems.pdf	search/full-texts/text/FT0080_TA01629_self-defining-systems.txt	Full text describes Self-Defining Systems as an AI-agent workflow for infrastructure/software-system design, including a persistent agent-authored deployment playbook distilled from prior failures and reused on fresh VM deployments; it reports quantitative case-study results for two LLM runtime implementations, throughput, development time, and deployment-time reduction.	boundary_case_study	boundary_not_final_architecture	not_applicable_contextual	classified_from_full_text_rationale	classification pass: SDS white-paper case study with reusable agent-authored deployment playbook
I035	FT0012	TA00142	D00142	Smarter Together: Creating Agentic Communities of Practice through Shared Experiential Learning	2025		arXiv	10.48550/arXiv.2511.08301	2511.08301	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.AI;cs.SE	ok	search/full-texts/pdf/FT0012_TA00142_smarter-together-creating-agentic-communities-of-practice-through-shared-experie.pdf	search/full-texts/text/FT0012_TA00142_smarter-together-creating-agentic-communities-of-practice-through-shared-experie.txt	Full text describes Spark as a persistent shared experiential memory for coding agents, where structured experience traces are merged into a continuously evolving memory and evaluated on software-development tasks.	architecture	arch_shared_memory	yes_prefilled_prior	classified_from_prior_prefill_recheck_required	prior extraction match: tablan2025smarter; role/type prefilled from extraction/extracted-data.tsv and must be rechecked for current search. | classification pass: prior exact-title match; shared experiential memory for coding agents
I036	FT0007	TA00084	D00084	SWE-Bench-CL: Continual Learning for Coding Agents	2025	Thomas T. Joshi; Shayan Chowdhury; Fatih Uysal	arXiv	10.48550/arXiv.2507.00014	2507.00014	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.LG;cs.AI;cs.SE; backward | backward_from=deshpande2025memtrack;shen2026structurally	ok	search/full-texts/pdf/FT0007_TA00084_swe-bench-cl-continual-learning-for-coding-agents.pdf	search/full-texts/text/FT0007_TA00084_swe-bench-cl-continual-learning-for-coding-agents.txt	Full text introduces SWE-Bench-CL as a continual-learning benchmark and evaluation framework for coding agents with semantic memory, measuring experience accumulation and transfer across tasks.	contextual_benchmark	contextual_not_applicable	not_applicable_contextual	classified_from_prior_prefill_recheck_required	prior extraction match: joshi2025swebenchcl; role/type prefilled from extraction/extracted-data.tsv and must be rechecked for current search. | classification pass: prior exact-title match; continual-learning benchmark for coding agents
I037	FT0009	TA00096	D00096	SWE-Exp: Experience-Driven Software Issue Resolution	2025	Silin Chen; Shaoxin Lin; Xiaodong Gu; Yuling Shi; Heng Lian; Longfei Yun; Dong Chen; Wei Sun; Linbo Cao; Qianxiang Wang	arXiv	10.48550/arXiv.2507.23361	2507.23361	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.SE;cs.CL;cs.LG; backward+forward | forward_from=zhang2025darwingodel;tang2025agentkb | backward_from=shen2026structurally;wang2026memgovern;ouyang2026reasoningbank;memorytransfer2026	ok	search/full-texts/pdf/FT0009_TA00096_swe-exp-experience-driven-software-issue-resolution.pdf	search/full-texts/text/FT0009_TA00096_swe-exp-experience-driven-software-issue-resolution.txt	Full text describes SWE-Exp as an issue-resolution system that distills successful and failed prior repair trajectories into an evolving experience bank and reuses them across later SWE-bench issues.	architecture	arch_experience_bank	yes_prefilled_prior	classified_from_prior_prefill_recheck_required	prior extraction match: chen2025sweexp; role/type prefilled from extraction/extracted-data.tsv and must be rechecked for current search. | classification pass: prior exact-title match; evolving issue-resolution experience bank
I038	FT0020	TA00355	D00355	TAI3: Testing Agent Integrity in Interpreting User Intent	2025		arXiv	10.48550/arXiv.2506.07524	2506.07524	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE;cs.AI;cs.CY	ok	search/full-texts/pdf/FT0020_TA00355_tai3-testing-agent-integrity-in-interpreting-user-intent.pdf	search/full-texts/text/FT0020_TA00355_tai3-testing-agent-integrity-in-interpreting-user-intent.txt	Full text describes TAI3 maintaining and updating a datatype-aware strategy memory of successful mutation patterns, retrieving/adapting them for new seed tasks, with evaluation over 80 toolkit APIs.	architecture	arch_skill_rule_library	pending_extraction	classified_from_full_text_rationale	classification pass: datatype-aware strategy memory of successful mutation patterns
I039	FT0011	TA00129	D00129	TALM: Dynamic Tree-Structured Multi-Agent Framework with Long-Term Memory for Scalable Code Generation	2025		arXiv	10.48550/arXiv.2510.23010	2510.23010	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE	ok	search/full-texts/pdf/FT0011_TA00129_talm-dynamic-tree-structured-multi-agent-framework-with-long-term-memory-for-sca.pdf	search/full-texts/text/FT0011_TA00129_talm-dynamic-tree-structured-multi-agent-framework-with-long-term-memory-for-sca.txt	Full text describes TALM as a code-generation framework with a long-term memory module that stores, retrieves, and updates prior problem-solving experiences for future tasks, with HumanEval, BigCodeBench, and ClassEval evaluation.	architecture	arch_experience_bank	yes_prefilled_prior	classified_from_prior_prefill_recheck_required	prior extraction match: shen2025talm; role/type prefilled from extraction/extracted-data.tsv and must be rechecked for current search. | classification pass: prior exact-title match; long-term problem-solving experience memory
I040	FT0010	TA00127	D00127	TOM-SWE: User Mental Modeling For Software Engineering Agents	2025		arXiv	10.48550/arXiv.2510.21903	2510.21903	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE;cs.AI	ok	search/full-texts/pdf/FT0010_TA00127_tom-swe-user-mental-modeling-for-software-engineering-agents.pdf	search/full-texts/text/FT0010_TA00127_tom-swe-user-mental-modeling-for-software-engineering-agents.txt	Full text describes ToM-SWE maintaining a persistent user mental-state memory across multiple software-engineering sessions and evaluates it on stateful and ambiguous SWE benchmarks.	architecture	arch_user_model_memory	yes_prefilled_prior	classified_from_prior_prefill_recheck_required	prior extraction match: zhou2025tomswe; role/type prefilled from extraction/extracted-data.tsv and must be rechecked for current search. | classification pass: prior exact-title match; persistent user mental-state memory
I041	FT0019	TA00346	D00346	Toward Generation of Test Cases from Task Descriptions via History-aware Planning	2025		arXiv	10.48550/arXiv.2504.14336	2504.14336	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE	ok	search/full-texts/pdf/FT0019_TA00346_toward-generation-of-test-cases-from-task-descriptions-via-history-aware-plannin.pdf	search/full-texts/text/FT0019_TA00346_toward-generation-of-test-cases-from-task-descriptions-via-history-aware-plannin.txt	Full text describes HxAgent using short-term memory plus long-term experience from correct and incorrect action sequences, with a training/evaluation phase and empirical web-test generation evaluation.	architecture	arch_experience_bank	pending_extraction	classified_from_full_text_rationale	classification pass: long-term experience from correct/incorrect web-test actions
I042	FT0024	TA00449	D00449	Xolver: Multi-Agent Reasoning with Holistic Experience Learning Just Like an Olympiad Team	2025		arXiv	10.48550/arXiv.2506.14234	2506.14234	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.CL;cs.AI	ok	search/full-texts/pdf/FT0024_TA00449_xolver-multi-agent-reasoning-with-holistic-experience-learning-just-like-an-olym.pdf	search/full-texts/text/FT0024_TA00449_xolver-multi-agent-reasoning-with-holistic-experience-learning-just-like-an-olym.txt	Full text describes Xolver as a multi-agent reasoning framework with persistent holistic experience memory and an evolving shared memory that accumulates reasoning paths, solutions, and feedback across programming/math benchmarks.	architecture	arch_experience_bank	yes_prefilled_prior	classified_from_prior_prefill_recheck_required	prior extraction match: hosain2025xolver; role/type prefilled from extraction/extracted-data.tsv and must be rechecked for current search. | classification pass: prior exact-title match; holistic experience memory/shared memory
I043	FT0053	TA00430	D00430	AdaExplore: Failure-Driven Adaptation and Diversity-Preserving Search for Efficient Kernel Generation	2026	Weihua Du; Jingming Zhuo; Yixin Dong; Andre He; Weiwei Sun; Zeyu Zheng; Manupa Karunaratne; Ivan Fox; Tim Dettmers; Tianqiu Chen; Yiming Yang; Sean J. Welleck	arXiv	10.48550/arXiv.2604.16625	2604.16625	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.CL;cs.AI;cs.LG; forward | forward_from=zhang2025accelopt	ok	search/full-texts/pdf/FT0053_TA00430_adaexplore-failure-driven-adaptation-and-diversity-preserving-search-for-efficie.pdf	search/full-texts/text/FT0053_TA00430_adaexplore-failure-driven-adaptation-and-diversity-preserving-search-for-efficie.txt	Full text describes AdaExplore building cross-task memory of validity rules from execution failures for Triton/kernel generation and evaluating runtime optimization on KernelBench.	architecture	arch_experience_bank	pending_extraction	classified_from_full_text_rationale	classification pass: failure-derived cross-task memory of validity rules
I044	FT0135	TA00395	D00395	AgentDevel: Reframing Self-Evolving LLM Agents as Release Engineering	2026	Di Zhang	arXiv	10.48550/arXiv.2601.04620	2601.04620	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.AI; forward | forward_from=zhang2025darwingodel	ok	search/full-texts/pdf/FT0135_TA00395_agentdevel-reframing-self-evolving-llm-agents-as-release-engineering.pdf	search/full-texts/text/FT0135_TA00395_agentdevel-reframing-self-evolving-llm-agents-as-release-engineering.txt	Full text proposes AgentDevel, an externalized release-engineering pipeline for agent improvement that persists execution traces, diagnostics, release candidates, promoted versions, and regression gates, with quantitative evaluation on SWE-bench Lite/Verified and other execution-heavy benchmarks.	architecture	arch_self_evolution_archive	pending_extraction	classified_from_full_text_rationale	classification pass: release-engineering pipeline persists traces, candidates, versions, regression gates
I045	FT0060	TA00917	D00917	AgentGA: Evolving Code Solutions in Agent-Seed Space	2026	David Y. Y. Tan; Kellie Chin; Jingxian Zhang			2604.14655	citations	search/results-citations.json	forward | forward_from=zhang2025darwingodel;weng2026groupevolving	ok	search/full-texts/pdf/FT0060_TA00917_agentga-evolving-code-solutions-in-agent-seed-space.pdf	search/full-texts/text/FT0060_TA00917_agentga-evolving-code-solutions-in-agent-seed-space.txt	Full text describes AgentGA launching fresh autonomous code-generation runs with inherited parent archives that persist reusable artifacts across generations, with Weco-Kaggle Lite and parent-child lineage evaluation.	architecture	arch_self_evolution_archive	pending_extraction	classified_from_full_text_rationale	classification pass: parent archives inherited across code-generation generations
I046	FT0142	TA00484	D00484	APEX-EM: Non-Parametric Online Learning for Autonomous Agents via Structured Procedural-Episodic Experience Replay	2026		arXiv	10.48550/arXiv.2603.29093	2603.29093	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.CL;cs.AI;cs.IR	ok	search/full-texts/pdf/FT0142_TA00484_apex-em-non-parametric-online-learning-for-autonomous-agents-via-structured-proc.pdf	search/full-texts/text/FT0142_TA00484_apex-em-non-parametric-online-learning-for-autonomous-agents-via-structured-proc.txt	Full text proposes APEX-EM, a non-parametric online-learning framework with a procedural-episodic Experience Memory and Procedural Knowledge Graph that accumulates, retrieves, and reuses structured task executions across tasks, with evaluation on BigCodeBench and other benchmarks.	architecture	arch_experience_bank	pending_extraction	classified_from_full_text_rationale	classification pass: procedural-episodic experience replay and procedural knowledge graph
I047	FT0148	TA00703	D00703	BEAM: Bi-level Memory-adaptive Algorithmic Evolution for LLM-Powered Heuristic Design	2026		arXiv	10.48550/arXiv.2604.12898	2604.12898	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.AI;math.CO	ok	search/full-texts/pdf/FT0148_TA00703_beam-bi-level-memory-adaptive-algorithmic-evolution-for-llm-powered-heuristic-de.pdf	search/full-texts/text/FT0148_TA00703_beam-bi-level-memory-adaptive-algorithmic-evolution-for-llm-powered-heuristic-de.txt	Full text proposes BEAM, a bi-level LLM-powered heuristic/code design system with Adaptive Memory storing reusable generated function components and a knowledge-augmentation pipeline, evaluated across combinatorial and continuous optimization benchmarks.	architecture	arch_skill_rule_library	pending_extraction	classified_from_full_text_rationale	classification pass: adaptive memory of reusable generated function components
I048	FT0046	TA00246	D00246	Beyond Crash-to-Patch: Patch Evolution for Linux Kernel Repair	2026		arXiv	10.48550/arXiv.2604.03851	2604.03851	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE	ok	search/full-texts/pdf/FT0046_TA00246_beyond-crash-to-patch-patch-evolution-for-linux-kernel-repair.pdf	search/full-texts/text/FT0046_TA00246_beyond-crash-to-patch-patch-evolution-for-linux-kernel-repair.txt	Full text describes PatchAdvisor using layered retrieval-based memory from historical Linux kernel patch evolution to guide later repair/review generation, with temporally held-out evaluation.	architecture	arch_repository_memory	pending_extraction	classified_from_full_text_rationale	classification pass: layered retrieval memory from historical Linux patch evolution
I049	FT0061	TA01041	D01041	Co-RedTeam: Orchestrated Security Discovery and Exploitation with LLM Agents	2026	Pengfei He; A. Fox; L. Miculicich; Stefan Friedli; Daniel Fabian; Burak Gokturk; Jiliang Tang; Chen-Yu Lee; Tomas Pfister; Long T. Le		10.48550/arxiv.2602.02164	2602.02164	citations	search/results-citations.json	forward | forward_from=ouyang2026reasoningbank	ok	search/full-texts/pdf/FT0061_TA01041_co-redteam-orchestrated-security-discovery-and-exploitation-with-llm-agents.pdf	search/full-texts/text/FT0061_TA01041_co-redteam-orchestrated-security-discovery-and-exploitation-with-llm-agents.txt	Full text describes Co-RedTeam using layered long-term memory for reusable vulnerability patterns, attack strategies, and technical actions in autonomous software vulnerability discovery and exploitation, with CyBench and BountyBench evaluation plus memory-role analysis.	architecture	arch_security_memory	pending_extraction	classified_from_full_text_rationale	classification pass: layered long-term vulnerability/attack/action memories
I050	FT0045	TA00236	D00236	Codebase-Memory: Tree-Sitter-Based Knowledge Graphs for LLM Code Exploration via MCP	2026		arXiv	10.48550/arXiv.2603.27277	2603.27277	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE;cs.AI;cs.PL	ok	search/full-texts/pdf/FT0045_TA00236_codebase-memory-tree-sitter-based-knowledge-graphs-for-llm-code-exploration-via.pdf	search/full-texts/text/FT0045_TA00236_codebase-memory-tree-sitter-based-knowledge-graphs-for-llm-code-exploration-via.txt	Full text describes Codebase-Memory as a persistent Tree-Sitter knowledge graph exposed to coding agents through MCP, with repository/question-answering and SWE-bench-related evaluation.	architecture	arch_knowledge_graph_case_base	pending_extraction	classified_from_full_text_rationale	classification pass: persistent Tree-Sitter codebase knowledge graph
I051	FT0062	TA01060	D01060	CoEvoSkills: Self-Evolving Agent Skills via Co-Evolutionary Verification	2026	Hanrong Zhang; Shichen Fan; Henry Peng Zou; Yankai Chen; Zhenting Wang; Jiayuan Zhou; Chengze Li; Wei-Chieh Huang; Yifei Yao; Kening Zheng; Xue Liu; Xiaoxiao Li; Philip S. Yu			2604.01687	citations	search/results-citations.json	forward | forward_from=xia2025livesweagent	ok	search/full-texts/pdf/FT0062_TA01060_coevoskills-self-evolving-agent-skills-via-co-evolutionary-verification.pdf	search/full-texts/text/FT0062_TA01060_coevoskills-self-evolving-agent-skills-via-co-evolutionary-verification.txt	Full text describes CoEvoSkills constructing persistent multi-file skill packages for Claude Code and Codex, accumulating verifier feedback across iterations and transferring evolved reusable task structures to fresh coding-agent runs.	architecture	arch_skill_rule_library	pending_extraction	classified_from_full_text_rationale	classification pass: persistent multi-file skill packages for coding agents
I052	FT0153	TA01075	D01075	Complementary Reinforcement Learning	2026	Dilxat Muhtar; Jiashun Liu; Wei Gao; Weixun Wang; Shaopan Xiong; Ju Huang; Siran Yang; Wenbo Su; Jiamang Wang; Ling Pan; Bo Zheng			2603.17621	citations	search/results-citations.json	forward | forward_from=ouyang2026reasoningbank	ok	search/full-texts/pdf/FT0153_TA01075_complementary-reinforcement-learning.pdf	search/full-texts/text/FT0153_TA01075_complementary-reinforcement-learning.txt	Full text proposes Complementary RL with a MemoryManager and evolving experience bank that distills, merges, retrieves, and reuses structured experience across tasks, with quantitative evaluation on SWE-Bench and other environments.	architecture	arch_experience_bank	pending_extraction	classified_from_full_text_rationale	classification pass: MemoryManager and evolving experience bank
I053	FT0149	TA00744	D00744	Controlled Self-Evolution for Algorithmic Code Optimization	2026		arXiv	10.48550/arXiv.2601.07348	2601.07348	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.CL;cs.AI;cs.NE	ok	search/full-texts/pdf/FT0149_TA00744_controlled-self-evolution-for-algorithmic-code-optimization.pdf	search/full-texts/text/FT0149_TA00744_controlled-self-evolution-for-algorithmic-code-optimization.txt	Full text proposes Controlled Self-Evolution for algorithmic code optimization with Hierarchical Evolution Memory, including local intra-task lessons and global cross-task experience templates retrieved from a vector database, evaluated on EffiBench-X.	architecture	arch_experience_bank	pending_extraction	classified_from_full_text_rationale	classification pass: hierarchical evolution memory with global experience templates
I054	FT0063	TA01090	D01090	CORAL: Towards Autonomous Multi-Agent Evolution for Open-Ended Discovery	2026	Ao Qu; Handi Zheng; Zijian Zhou; Yihao Yan; Yihong Tang; S. Y. Ong; Fenglu Hong; Kai-Qing Zhou; Chonghe Jiang; Minwei Kong; Jiacheng Zhu; Xuan Jiang; Sirui Li; Cathy Wu; Bryan Kian Hsiang Low; Jinhua Zhao; P. Liang			2604.01658	citations	search/results-citations.json	forward | forward_from=ouyang2026reasoningbank	ok	search/full-texts/pdf/FT0063_TA01090_coral-towards-autonomous-multi-agent-evolution-for-open-ended-discovery.pdf	search/full-texts/text/FT0063_TA01090_coral-towards-autonomous-multi-agent-evolution-for-open-ended-discovery.txt	Full text describes CORAL using shared persistent memory where agents retrieve, contribute, and distill notes and reusable skills across asynchronous open-ended optimization tasks, including systems/kernel optimization evaluation and memory ablations.	architecture	arch_shared_memory	pending_extraction	classified_from_full_text_rationale	classification pass: shared persistent notes/skills across asynchronous agents
I055	FT0064	TA01109	D01109	DARWIN: Dynamic Agentically Rewriting Self-Improving Network	2026	Henry Jiang		10.48550/arxiv.2602.05848	2602.05848	citations	search/results-citations.json	forward | forward_from=zhang2025darwingodel	ok	search/full-texts/pdf/FT0064_TA01109_darwin-dynamic-agentically-rewriting-self-improving-network.pdf	search/full-texts/text/FT0064_TA01109_darwin-dynamic-agentically-rewriting-self-improving-network.txt	Full text describes DARWIN using persistent JSON memory files to track prior reasoning, file hierarchy, code changes, and summaries across self-improvement generations of training-code optimization, with benchmarked MFU/perplexity outcomes and a memory ablation.	architecture	arch_self_evolution_archive	pending_extraction	classified_from_full_text_rationale	classification pass: persistent JSON memories across training-code self-improvement generations
I056	FT0140	TA00422	D00422	Decocted Experience Improves Test-Time Inference in LLM Agents	2026	Maohao Shen; Kaiwen Zha; Zexue He; Zhang-Wei Hong; Siru Ouyang; J. Ryu; P. Sattigeri; Suhas N. Diggavi; Gregory W. Wornell	arXiv	10.48550/arXiv.2604.04373	2604.04373	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.AI;cs.LG; forward | forward_from=ouyang2026reasoningbank	ok	search/full-texts/pdf/FT0140_TA00422_decocted-experience-improves-test-time-inference-in-llm-agents.pdf	search/full-texts/text/FT0140_TA00422_decocted-experience-improves-test-time-inference-in-llm-agents.txt	Full text studies experience-augmented agents with raw, lesson-distilled, consolidated, and concept-tree memory built from past interactions; it includes a SWE-agent/SWE-bench setting using stored debugging experiences and evaluates retrieval/consolidation effects on SWE-bench Verified.	architecture	arch_experience_bank	pending_extraction	classified_from_full_text_rationale	classification pass: raw/distilled/consolidated/concept-tree experience memory
I057	FT0125	TA00187	D00187	DockSmith: Scaling Reliable Coding Environments via an Agentic Docker Builder	2026		arXiv	10.48550/arXiv.2602.00592	2602.00592	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.AI;cs.SE	ok	search/full-texts/pdf/FT0125_TA00187_docksmith-scaling-reliable-coding-environments-via-an-agentic-docker-builder.pdf	search/full-texts/text/FT0125_TA00187_docksmith-scaling-reliable-coding-environments-via-an-agentic-docker-builder.txt	Full text describes an agentic Docker-building pipeline with a global/cross-task success memory pool of verified environment solutions reused across repository-level environment-construction tasks, with Multi-Docker-Eval and downstream SWE/Terminal benchmark evaluation.	architecture	arch_experience_bank	pending_extraction	classified_from_full_text_rationale	classification pass: global cross-task success memory pool for Docker environments
I058	FT0128	TA00230	D00230	DomAgent: Leveraging Knowledge Graphs and Case-Based Reasoning for Domain-Specific Code Generation	2026		arXiv	10.48550/arXiv.2603.21430	2603.21430	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.AI;cs.SE	ok	search/full-texts/pdf/FT0128_TA00230_domagent-leveraging-knowledge-graphs-and-case-based-reasoning-for-domain-specifi.pdf	search/full-texts/text/FT0128_TA00230_domagent-leveraging-knowledge-graphs-and-case-based-reasoning-for-domain-specifi.txt	Full text proposes DomAgent for domain-specific code generation with knowledge-graph retrieval and case-based reasoning over stored code cases, evaluated on DS-1000 and real-world truck software-development code-generation tasks with ablations.	architecture	arch_knowledge_graph_case_base	pending_extraction	classified_from_full_text_rationale	classification pass: knowledge graph retrieval and case-based reasoning over stored code cases
